# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-1940"			
"# Timestamp: Mon, 08-Jan-2024 16:00:09"			
Gene ID	Gene Name	NMIBC' vs 'normal' .foldChange	NMIBC' vs 'normal'.pValue
ENSG00000043093	DCUN1D1	0.5	0.236935383
ENSG00000043143	JADE2	-0.7	0.055490898
ENSG00000043355	ZIC2	1	0.03958544
ENSG00000043462	LCP2	0.2	0.523717671
ENSG00000043514	TRIT1	-0.4	0.0480369
ENSG00000043591	ADRB1	-0.3	0.377687702
ENSG00000044090	CUL7	-0.4	0.240187897
ENSG00000044115	CTNNA1	0.7	7.80E-05
ENSG00000044446	PHKA2	0.2	0.26457245
ENSG00000044459	CNTLN	0.6	0.119099203
ENSG00000044524	EPHA3	-0.7	0.01889518
ENSG00000044574	HSPA5	0.2	0.326459571
ENSG00000046604	DSG2	-0.5	0.563706674
ENSG00000046647	GEMIN8	0.3	0.071677797
ENSG00000046651	OFD1	1	1.00E-04
ENSG00000046653	GPM6B	1.1	0.020094284
ENSG00000046889	PREX2	1.2	0.032243158
ENSG00000047056	WDR37	-0.5	7.61E-04
ENSG00000047188	YTHDC2	-0.3	0.341366961
ENSG00000047230	CTPS2	0.7	0.005984712
ENSG00000047249	ATP6V1H	-1.1	2.12E-04
ENSG00000047315	POLR2B	-0.5	0.013180774
ENSG00000047346	FAM214A	0.2	0.409286749
ENSG00000047365	ARAP2	0.7	0.066273246
ENSG00000047410	TPR	0.3	0.009165876
ENSG00000047457	CP	3.4	9.52E-07
ENSG00000047578	KATNIP	0.1	0.719522558
ENSG00000047579	DTNBP1	-0.3	0.415340242
ENSG00000047597	XK	-1.4	3.26E-06
ENSG00000047617	ANO2	1.6	8.01E-08
ENSG00000047621	C12orf4	-0.5	0.008962264
ENSG00000047634	SCML1	0.7	0.170996752
ENSG00000047644	WWC3	1	8.67E-05
ENSG00000047648	ARHGAP6	0.7	0.033903397
ENSG00000047662	FAM184B	-0.1	0.635163799
ENSG00000047849	MAP4	1.3	1.99E-05
ENSG00000047932	GOPC	-0.3	0.304223012
ENSG00000047936	ROS1	-2.2	9.02E-07
ENSG00000048028	USP28	-0.1	0.554754489
ENSG00000048052	HDAC9	-0.1	0.721602988
ENSG00000048140	TSPAN17	-0.6	0.064891368
ENSG00000048162	NOP16	-0.4	0.281314175
ENSG00000048342	CC2D2A	0.5	0.013073611
ENSG00000048405	ZNF800	0.6	0.049361491
ENSG00000048462	TNFRSF17	1.6	0.036084904
ENSG00000048471	SNX29	0.7	0.001629114
ENSG00000048540	LMO3	-0.5	0.011511033
ENSG00000048544	MRPS10	-0.4	0.033288491
ENSG00000048545	GUCA1A	-0.8	0.172466117
ENSG00000048649	RSF1	0.3	0.365038579
ENSG00000048707	VPS13D	-0.4	1.60E-04
ENSG00000048740	CELF2	-0.7	1.93E-04
ENSG00000048828	FAM120A	0.3	0.068705018
ENSG00000048991	R3HDM1	-0.9	0.011622709
ENSG00000049089	COL9A2	1	0.003968231
ENSG00000049130	KITLG	-1.5	9.76E-11
ENSG00000049167	ERCC8	0.3	0.213878412
ENSG00000049192	ADAMTS6	0.3	0.431420052
ENSG00000049239	H6PD	0.2	0.259721265
ENSG00000049245	VAMP3	1.2	1.29E-04
ENSG00000049246	PER3	0.3	0.47253051
ENSG00000049283	EPN3	-2.7	9.15E-11
ENSG00000049323	LTBP1	1.1	0.006196088
ENSG00000049449	RCN1	-0.1	0.576690756
ENSG00000049540	ELN	0.8	0.011512209
ENSG00000049541	RFC2	-0.5	0.198421661
ENSG00000049618	ARID1B	0.2	0.183227937
ENSG00000049656	CLPTM1L	-0.2	0.22684709
ENSG00000049759	NEDD4L	-0.4	0.080481193
ENSG00000049768	FOXP3	0.2	0.729532044
ENSG00000049769	PPP1R3F	-0.7	0.023177013
ENSG00000049860	HEXB	-0.6	0.010410542
ENSG00000049883	PTCD2	-0.2	0.103302207
ENSG00000050030	NEXMIF	-0.6	0.019567286
ENSG00000050130	JKAMP	-0.1	0.769914323
ENSG00000050165	DKK3	-0.7	0.00322227
ENSG00000050327	ARHGEF5	0.7	0.337801922
ENSG00000050344	NFE2L3	0.1	0.779771515
ENSG00000050393	MCUR1	0.2	0.426305167
ENSG00000050405	LIMA1	1.6	2.27E-05
ENSG00000050426	LETMD1	-0.5	0.002401627
ENSG00000050438	SLC4A8	-1.1	1.39E-07
ENSG00000050555	LAMC3	0.3	0.413855051
ENSG00000050628	PTGER3	0.4	0.677772972
ENSG00000050730	TNIP3	-0.7	0.313972948
ENSG00000050748	MAPK9	-1.4	1.29E-12
ENSG00000050767	COL23A1	-0.7	0.018857415
ENSG00000050820	BCAR1	0.2	0.542894624
ENSG00000051009	FAM160A2	-0.6	0.067351822
ENSG00000051108	HERPUD1	-0.3	0.092722123
ENSG00000051128	HOMER3	0.3	0.302694
ENSG00000051341	POLQ	-0.4	0.588665632
ENSG00000051382	PIK3CB	-0.7	3.65E-05
ENSG00000051523	CYBA	1.5	0.016531454
ENSG00000051596	THOC3	-1.1	5.26E-04
ENSG00000051620	HEBP2	1.1	4.57E-06
ENSG00000051825	MPHOSPH9	0.1	0.616239621
ENSG00000052126	PLEKHA5	-0.9	5.40E-06
ENSG00000052344	PRSS8	-0.5	0.469155373
ENSG00000052723	SIKE1	0.2	0.429393563
ENSG00000052749	RRP12	-0.9	0.013920563
ENSG00000052795	FNIP2	-0.1	0.703050752
ENSG00000052802	MSMO1	0.1	0.828235228
ENSG00000052841	TTC17	0.2	0.196001449
ENSG00000052850	ALX4	-0.3	0.693225827
ENSG00000053108	FSTL4	-2.1	2.10E-11
ENSG00000053254	FOXN3	0.4	0.123033801
ENSG00000053328	METTL24	-0.2	0.780619927
ENSG00000053371	AKR7A2	0.6	0.001699653
ENSG00000053372	MRTO4	-0.7	0.011902333
ENSG00000053438	NNAT	-1.2	0.022183496
ENSG00000053501	USE1	-0.2	0.633774352
ENSG00000053524	MCF2L2	-0.3	0.502418515
ENSG00000053702	NRIP2	-0.2	0.517923449
ENSG00000053747	LAMA3	0.3	0.272632592
ENSG00000053770	AP5M1	-0.3	0.188662392
ENSG00000053918	KCNQ1	1.2	0.032964851
ENSG00000054116	TRAPPC3	-0.4	9.06E-04
ENSG00000054148	PHPT1	0.2	0.265001815
ENSG00000054179	ENTPD2	1.3	0.01447211
ENSG00000054219	LY75	1.3	2.00E-04
ENSG00000054267	ARID4B	0.3	0.362182606
ENSG00000054277	OPN3	-2.1	1.63E-06
ENSG00000054282	SDCCAG8	0.2	0.167382785
ENSG00000054356	PTPRN	-1.3	0.021471291
ENSG00000054392	HHAT	-0.2	0.364017888
ENSG00000054598	FOXC1	0.8	0.060924488
ENSG00000054611	TBC1D22A	-0.2	0.427411104
ENSG00000054654	SYNE2	0.3	0.067568824
ENSG00000054690	PLEKHH1	1.3	4.77E-04
ENSG00000054793	ATP9A	-0.7	1.01E-06
ENSG00000054803	CBLN4	-2.6	3.00E-15
ENSG00000054938	CHRDL2	-0.1	0.85743123
ENSG00000054983	GALC	0.6	0.127707955
ENSG00000055044	NOP58	-0.2	0.562028261
ENSG00000055070	SZRD1	1	2.75E-05
ENSG00000055118	KCNH2	-0.8	0.020133974
ENSG00000055130	CUL1	-0.7	1.78E-04
ENSG00000055147	FAM114A2	0.3	0.228724359
ENSG00000055163	CYFIP2	-0.7	0.028176299
ENSG00000055208	TAB2	0.8	1.33E-04
ENSG00000055211	GINM1	0.8	0.013405522
ENSG00000055332	EIF2AK2	0.2	0.47329862
ENSG00000055609	KMT2C	0.9	0.00399393
ENSG00000055732	MCOLN3	0.5	0.562906064
ENSG00000055813	CCDC85A	-0.5	0.495349342
ENSG00000055917	PUM2	-0.1	0.805314578
ENSG00000055950	MRPL43	0.1	0.358946542
ENSG00000055955	ITIH4	-0.5	0.388876616
ENSG00000056050	HPF1	-0.3	0.183074589
ENSG00000056097	ZFR	0.3	0.133108094
ENSG00000056277	ZNF280C	0.2	0.70316197
ENSG00000056291	NPFFR2	-0.7	0.305487405
ENSG00000056487	PHF21B	1	0.002367225
ENSG00000056558	TRAF1	1.3	2.56E-12
ENSG00000056586	RC3H2	-0.1	0.702388047
ENSG00000056736	IL17RB	1.4	1.02E-04
ENSG00000056972	TRAF3IP2	1.2	2.89E-05
ENSG00000056998	GYG2	0.6	0.21713385
ENSG00000057019	DCBLD2	-0.5	9.86E-04
ENSG00000057252	SOAT1	0.5	0.004677696
ENSG00000057294	PKP2	-1.5	6.72E-08
ENSG00000057468	MSH4	0.8	0.225682431
ENSG00000057593	F7	-1.8	3.76E-05
ENSG00000057608	GDI2	0.1	0.797660906
ENSG00000057657	PRDM1	0.1	0.824613854
ENSG00000057663	ATG5	-0.4	0.044723445
ENSG00000057704	TMCC3	1.3	0.002327221
ENSG00000057757	PITHD1	-0.7	1.40E-04
ENSG00000057935	MTA3	-0.7	0.009321241
ENSG00000058056	USP13	-0.3	0.323448937
ENSG00000058063	ATP11B	0.4	0.119633055
ENSG00000058085	LAMC2	0.3	0.741249111
ENSG00000058091	CDK14	-1.7	4.03E-16
ENSG00000058262	SEC61A1	0.6	2.36E-05
ENSG00000058335	RASGRF1	-1.7	2.59E-11
ENSG00000058404	CAMK2B	-0.9	0.007541757
ENSG00000058453	CROCC	0.2	0.601237492
ENSG00000058668	ATP2B4	-0.1	0.744334136
ENSG00000058673	ZC3H11A	0.2	0.818115685
ENSG00000058729	RIOK2	0.3	0.308495201
ENSG00000058799	YIPF1	-0.5	0.004813365
ENSG00000058866	DGKG	0.2	0.316393758
ENSG00000059122	FLYWCH1	-0.3	0.374481457
ENSG00000059377	TBXAS1	1	0.093517265
ENSG00000059378	PARP12	0.8	9.64E-06
ENSG00000059573	ALDH18A1	0.3	0.0915654
ENSG00000059588	TARBP1	-1.2	7.16E-42
ENSG00000059691	GATB	-0.6	0.052829894
ENSG00000059728	MXD1	0.8	0.057268773
ENSG00000059769	DNAJC25	-0.3	0.161556425
ENSG00000059804	SLC2A3	-0.3	0.184736998
ENSG00000059915	PSD	-0.6	0.12294612
ENSG00000060069	CTDP1	-0.1	0.658295499
ENSG00000060138	YBX3	2.5	6.54E-13
ENSG00000060140	STYK1	-1.3	0.054561434
ENSG00000060237	WNK1	1.7	1.39E-05
ENSG00000060339	CCAR1	0.6	0.042541627
ENSG00000060491	OGFR	-0.3	0.145924609
ENSG00000060558	GNA15	-0.4	0.365537751
ENSG00000060566	CREB3L3	-0.3	0.641816898
ENSG00000060642	PIGV	0.6	3.07E-04
ENSG00000060656	PTPRU	-0.5	0.096480522
ENSG00000060688	SNRNP40	-0.1	0.833595633
ENSG00000060709	RIMBP2	-1.2	8.58E-04
ENSG00000060718	COL11A1	0.6	0.045060799
ENSG00000060749	QSER1	0.8	0.015792747
ENSG00000060762	MPC1	0.4	0.2883831
ENSG00000060971	ACAA1	0.1	0.784789449
ENSG00000060982	BCAT1	-0.7	0.008170566
ENSG00000061273	HDAC7	0.5	4.49E-04
ENSG00000061337	LZTS1	-1.1	3.91E-04
ENSG00000061455	PRDM6	1.2	0.016717039
ENSG00000061492	WNT8A	-1.4	0.014142401
ENSG00000061656	SPAG4	-0.8	0.035261451
ENSG00000061676	NCKAP1	-0.6	2.36E-05
ENSG00000061794	MRPS35	-0.5	0.001509704
ENSG00000061918	GUCY1B1	-1.2	1.14E-04
ENSG00000061938	TNK2	-0.1	0.87457765
ENSG00000061987	MON2	0.3	0.4161514
ENSG00000062038	CDH3	0.1	0.772669138
ENSG00000062194	GPBP1	0.3	0.256285485
ENSG00000062282	DGAT2	-0.9	0.02861244
ENSG00000062370	ZNF112	0.1	0.528995762
ENSG00000062485	CS	-0.6	5.56E-06
ENSG00000062524	LTK	-1.5	3.56E-05
ENSG00000062598	ELMO2	0.2	0.247683675
ENSG00000062650	WAPL	0.5	0.071263014
ENSG00000062716	VMP1	-0.1	0.605117425
ENSG00000062725	APPBP2	0.1	0.752547499
ENSG00000062822	POLD1	1.1	8.45E-04
ENSG00000063015	SEZ6	-1	0.008947489
ENSG00000063046	EIF4B	0.4	0.040418427
ENSG00000063127	SLC6A16	0.5	0.19303412
ENSG00000063176	SPHK2	-0.7	0.02616124
ENSG00000063177	RPL18	0.4	0.011219995
ENSG00000063180	CA11	-0.6	0.017221308
ENSG00000063244	U2AF2	-0.1	0.777039676
ENSG00000063245	EPN1	-0.5	0.220293176
ENSG00000063322	MED29	0.1	0.243620921
ENSG00000063438	AHRR	-0.4	0.465615602
ENSG00000063587	ZNF275	0.3	0.016711602
ENSG00000063601	MTMR1	-0.1	0.380607991
ENSG00000063660	GPC1	-0.6	0.001492199
ENSG00000063761	ADCK1	0.1	0.735426888
ENSG00000063854	HAGH	-0.8	0.017068246
ENSG00000063978	RNF4	-0.2	0.07581042
ENSG00000064012	CASP8	-0.6	0.111140361
ENSG00000064042	LIMCH1	0.8	0.046970337
ENSG00000064102	INTS13	0.9	0.002954363
ENSG00000064195	DLX3	-0.6	0.503224332
ENSG00000064199	SPA17	-0.8	0.003590838
ENSG00000064201	TSPAN32	0.1	0.783420946
ENSG00000064205	CCN5	0.4	0.426461128
ENSG00000064218	DMRT3	-1.1	0.134936939
ENSG00000064225	ST3GAL6	-0.4	0.052182465
ENSG00000064270	ATP2C2	0.7	0.016376157
ENSG00000064300	NGFR	0.3	0.43452529
ENSG00000064309	CDON	-0.7	0.043230572
ENSG00000064313	TAF2	-0.1	0.649508325
ENSG00000064393	HIPK2	2.1	4.14E-07
ENSG00000064419	TNPO3	-0.2	0.126657761
ENSG00000064489	BORCS8-MEF2B	0.7	0.460592284
ENSG00000064490	RFXANK	0.9	5.14E-04
ENSG00000064545	TMEM161A	-0.1	0.856668261
ENSG00000064601	CTSA	-0.3	0.449909474
ENSG00000064607	SUGP2	-0.7	0.001302953
ENSG00000064651	SLC12A2	0.9	0.072434695
ENSG00000064652	SNX24	0.3	0.304145882
ENSG00000064655	EYA2	1.3	0.016475205
ENSG00000064666	CNN2	1	9.86E-04
ENSG00000064687	ABCA7	-0.3	0.528995762
ENSG00000064692	SNCAIP	0.2	0.72949896
ENSG00000064703	DDX20	-0.3	0.077568895
ENSG00000064726	BTBD1	-0.1	0.659238066
ENSG00000064763	FAR2	-1.2	3.67E-07
ENSG00000064787	BCAS1	2.4	1.04E-07
ENSG00000064835	POU1F1	0.5	0.609731204
ENSG00000064886	CHI3L2	3.4	3.68E-08
ENSG00000064932	SBNO2	1.2	1.39E-05
ENSG00000064961	HMG20B	1.1	5.73E-07
ENSG00000064989	CALCRL	1.3	2.19E-04
ENSG00000064995	TAF11	0.1	0.747080828
ENSG00000064999	ANKS1A	-0.3	0.244502386
ENSG00000065000	AP3D1	-0.4	0.170607749
ENSG00000065054	SLC9A3R2	0.2	0.093104508
ENSG00000065057	NTHL1	-0.7	0.035221544
ENSG00000065135	GNAI3	0.5	0.045375945
ENSG00000065150	IPO5	-0.3	0.028505398
ENSG00000065154	OAT	-0.5	0.005571287
ENSG00000065243	PKN2	0.8	0.029993567
ENSG00000065268	WDR18	-0.3	0.581093684
ENSG00000065320	NTN1	1.7	4.88E-08
ENSG00000065325	GLP2R	-1.4	0.004417255
ENSG00000065328	MCM10	1.3	0.108449447
ENSG00000065357	DGKA	-0.6	0.053469951
ENSG00000065361	ERBB3	1.2	0.001316794
ENSG00000065371	ROPN1	-0.8	0.348120385
ENSG00000065413	ANKRD44	0.9	0.00628439
ENSG00000065427	KARS1	-0.1	0.366913425
ENSG00000065457	ADAT1	-0.1	0.839028545
ENSG00000065485	PDIA5	-0.5	0.335823099
ENSG00000065491	TBC1D22B	-0.5	7.06E-05
ENSG00000065518	NDUFB4	-0.4	1.52E-05
ENSG00000065526	SPEN	0.4	0.035261451
ENSG00000065534	MYLK	1	0.013981206
ENSG00000065548	ZC3H15	-0.6	0.002549039
ENSG00000065559	MAP2K4	-1.3	8.50E-10
ENSG00000065600	PACC1	1	0.03183619
ENSG00000065609	SNAP91	-1.3	4.37E-05
ENSG00000065613	SLK	0.2	0.572187515
ENSG00000065615	CYB5R4	-0.2	0.596668004
ENSG00000065618	COL17A1	-0.3	0.611968152
ENSG00000065621	GSTO2	-0.2	0.545996056
ENSG00000065665	SEC61A2	-0.5	0.018667934
ENSG00000065675	PRKCQ	0.3	0.441768624
ENSG00000065717	TLE2	-0.2	0.606268234
ENSG00000065802	ASB1	0.6	0.004180103
ENSG00000065809	FAM107B	1.5	4.59E-04
ENSG00000065833	ME1	0.4	0.260969471
ENSG00000065882	TBC1D1	0.1	0.62521955
ENSG00000065883	CDK13	0.1	0.503934294
ENSG00000065911	MTHFD2	1.5	1.29E-09
ENSG00000065923	SLC9A7	-0.5	0.007302306
ENSG00000065970	FOXJ2	0.1	0.618705204
ENSG00000065978	YBX1	1.1	3.91E-34
ENSG00000065989	PDE4A	-1.2	1.27E-06
ENSG00000066027	PPP2R5A	0.8	0.034073146
ENSG00000066032	CTNNA2	-0.1	0.833483557
ENSG00000066044	ELAVL1	0.2	0.102569454
ENSG00000066056	TIE1	0.4	0.348347139
ENSG00000066084	DIP2B	0.9	0.010044212
ENSG00000066117	SMARCD1	0.1	0.594501914
ENSG00000066135	KDM4A	-0.2	0.202308434
ENSG00000066136	NFYC	-0.4	0.007033003
ENSG00000066185	ZMYND12	0.1	0.826659862
ENSG00000066230	SLC9A3	1.1	0.00157092
ENSG00000066248	NGEF	-2	1.42E-04
ENSG00000066279	ASPM	-0.4	0.394872458
ENSG00000066294	CD84	0.9	0.173001603
ENSG00000066322	ELOVL1	0.8	0.060932067
ENSG00000066336	SPI1	1.5	0.007793904
ENSG00000066379	POLR1H	0.4	0.213711544
ENSG00000066382	MPPED2	-0.3	0.200755725
ENSG00000066405	CLDN18	-0.1	0.9448472
ENSG00000066422	ZBTB11	-0.3	0.149647007
ENSG00000066427	ATXN3	-0.2	0.520237915
ENSG00000066455	GOLGA5	0.1	0.74850442
ENSG00000066468	FGFR2	0.9	0.024079493
ENSG00000066557	LRRC40	-0.1	0.83524392
ENSG00000066583	ISOC1	0.5	0.040547629
ENSG00000066651	TRMT11	-0.3	0.164192662
ENSG00000066654	THUMPD1	-0.1	0.671041481
ENSG00000066697	MSANTD3	-0.4	0.057614728
ENSG00000066739	ATG2B	-0.3	0.149967893
ENSG00000066777	ARFGEF1	-0.2	0.407452607
ENSG00000066827	ZFAT	-0.5	0.20372163
ENSG00000066855	MTFR1	0.9	0.025438101
ENSG00000066923	STAG3	0.2	0.461103423
ENSG00000066926	FECH	0.4	0.020568096
ENSG00000066933	MYO9A	-0.3	0.072365526
ENSG00000067048	DDX3Y	-0.2	0.855716125
ENSG00000067057	PFKP	-1.3	1.17E-05
ENSG00000067066	SP100	1.4	2.96E-06
ENSG00000067082	KLF6	1	0.021756753
ENSG00000067113	PLPP1	0.3	0.160570941
ENSG00000067141	NEO1	0.8	0.009766375
ENSG00000067167	TRAM1	1	0.009781963
ENSG00000067177	PHKA1	1.2	0.01218855
ENSG00000067182	TNFRSF1A	1.7	4.32E-09
ENSG00000067191	CACNB1	-1.4	3.43E-07
ENSG00000067208	EVI5	0.6	0.111668344
ENSG00000067221	STOML1	-0.8	0.079431637
ENSG00000067225	PKM	-1.1	2.75E-06
ENSG00000067334	DNTTIP2	-0.1	0.570889379
ENSG00000067365	METTL22	-0.6	0.013503204
ENSG00000067369	TP53BP1	-0.1	0.665831293
ENSG00000067445	TRO	-0.5	0.12701132
ENSG00000067533	RRP15	0.2	0.559429926
ENSG00000067560	RHOA	0.6	0.001224889
ENSG00000067596	DHX8	-0.3	0.183144417
ENSG00000067606	PRKCZ	-1	0.039270797
ENSG00000067646	ZFY	-0.1	0.907912128
ENSG00000067704	IARS2	0.1	0.355900834
ENSG00000067715	SYT1	-1.9	1.76E-05
ENSG00000067798	NAV3	-0.2	0.170620876
ENSG00000067829	IDH3G	-0.9	0.007255015
ENSG00000067836	ROGDI	-0.4	0.082663561
ENSG00000067840	PDZD4	-0.9	0.073884634
ENSG00000067842	ATP2B3	-1.7	1.73E-04
ENSG00000067900	ROCK1	1	0.002408751
ENSG00000067955	CBFB	1.6	1.63E-05
ENSG00000067992	PDK3	-0.8	0.003077881
ENSG00000068001	HYAL2	0.6	0.089750395
ENSG00000068024	HDAC4	0.1	0.730053359
ENSG00000068028	RASSF1	0.5	0.038301633
ENSG00000068078	FGFR3	1	0.102629141
ENSG00000068079	IFI35	1.3	1.63E-06
ENSG00000068097	HEATR6	0.3	0.292473482
ENSG00000068120	COASY	-0.1	0.806551931
ENSG00000068137	PLEKHH3	0.1	0.601085151
ENSG00000068305	MEF2A	-0.8	6.65E-08
ENSG00000068308	OTUD5	-0.6	0.043729929
ENSG00000068323	TFE3	-0.1	0.829260021
ENSG00000068354	TBC1D25	-0.7	0.061840874
ENSG00000068366	ACSL4	-0.6	3.13E-05
ENSG00000068383	INPP5A	-0.6	1.64E-04
ENSG00000068394	GPKOW	-0.2	0.683921589
ENSG00000068400	GRIPAP1	-0.7	0.004871796
ENSG00000068438	FTSJ1	-0.3	0.128344133
ENSG00000068489	PRR11	1.3	3.67E-04
ENSG00000068615	REEP1	-1.5	1.49E-12
ENSG00000068650	ATP11A	1	3.25E-05
ENSG00000068654	POLR1A	-0.4	0.031582236
ENSG00000068697	LAPTM4A	0.7	0.009790217
ENSG00000068724	TTC7A	0.9	5.34E-06
ENSG00000068745	IP6K2	0.1	0.728512702
ENSG00000068784	SRBD1	0.7	0.014500578
ENSG00000068796	KIF2A	0.2	0.266991299
ENSG00000068831	RASGRP2	-0.9	0.027978421
ENSG00000068878	PSME4	0.4	0.13608674
ENSG00000068885	IFT80	0.4	0.299552214
ENSG00000068903	SIRT2	0.8	1.18E-06
ENSG00000068912	ERLEC1	-0.6	0.002851473
ENSG00000068971	PPP2R5B	-0.6	0.090182268
ENSG00000068976	PYGM	0.7	0.165574714
ENSG00000069122	ADGRF5	0.5	0.090715439
ENSG00000069188	SDK2	0.2	0.589870512
ENSG00000069275	NUCKS1	0.5	0.132916698
ENSG00000069329	VPS35	-0.5	0.021483591
ENSG00000069345	DNAJA2	-0.5	0.008630603
ENSG00000069399	BCL3	1	9.13E-06
ENSG00000069424	KCNAB2	-1.3	0.003960447
ENSG00000069431	ABCC9	1.4	8.08E-04
ENSG00000069482	GAL	-0.5	0.413789799
ENSG00000069493	CLEC2D	0.8	0.002804271
ENSG00000069509	FUNDC1	-0.4	0.101877842
ENSG00000069535	MAOB	0.5	0.197076042
ENSG00000069696	DRD4	0.7	0.087891677
ENSG00000069702	TGFBR3	1.1	0.039565861
ENSG00000069764	PLA2G10	-0.2	0.804504074
ENSG00000069849	ATP1B3	-0.6	0.001027706
ENSG00000069869	NEDD4	1.5	4.37E-07
ENSG00000069943	PIGB	-0.2	0.414846605
ENSG00000069956	MAPK6	-0.5	0.027045251
ENSG00000069966	GNB5	-1.6	2.14E-06
ENSG00000069974	RAB27A	0.6	0.176123744
ENSG00000070010	UFD1	0.3	0.132572706
ENSG00000070018	LRP6	0.9	0.059258666
ENSG00000070019	GUCY2C	0.6	0.325507322
ENSG00000070031	SCT	0.6	0.367610179
ENSG00000070047	PHRF1	0.2	0.612862155
ENSG00000070061	ELP1	-0.2	0.318779295
ENSG00000070081	NUCB2	0.1	0.618548637
ENSG00000070087	PFN2	-1.1	5.46E-10
ENSG00000070159	PTPN3	-2	2.27E-05
ENSG00000070182	SPTB	-1	0.027319948
ENSG00000070190	DAPP1	1.3	0.051844829
ENSG00000070193	FGF10	-1	0.233519533
ENSG00000070214	SLC44A1	1.3	0.001592561
ENSG00000070269	TMEM260	0.2	0.435095613
ENSG00000070366	SMG6	0.4	0.157394036
ENSG00000070367	EXOC5	0.5	0.240237813
ENSG00000070371	CLTCL1	0.4	0.205633176
ENSG00000070388	FGF22	-0.5	0.058986852
ENSG00000070404	FSTL3	0.8	2.29E-07
ENSG00000070413	DGCR2	-0.5	1.16E-04
ENSG00000070423	RNF126	-0.8	0.005810906
ENSG00000070444	MNT	-0.2	0.361659942
ENSG00000070476	ZXDC	0.5	0.038678433
ENSG00000070495	JMJD6	0.4	5.51E-04
ENSG00000070501	POLB	-0.5	8.68E-04
ENSG00000070526	ST6GALNAC1	0.2	0.595179446
ENSG00000070540	WIPI1	0.3	0.182529357
ENSG00000070601	FRMPD1	-0.4	0.110412291
ENSG00000070610	GBA2	-0.5	0.108865992
ENSG00000070614	NDST1	0.3	0.250575797
ENSG00000070669	ASNS	-0.4	0.281590521
ENSG00000070718	AP3M2	-0.8	4.51E-04
ENSG00000070731	ST6GALNAC2	1	0.203421164
ENSG00000070756	PABPC1	0.9	1.66E-09
ENSG00000070759	TESK2	1.2	7.69E-04
ENSG00000070761	CFAP20	-0.6	0.020769423
ENSG00000070770	CSNK2A2	-0.3	0.136052447
ENSG00000070778	PTPN21	0.9	0.001735099
ENSG00000070785	EIF2B3	-0.7	0.003951936
ENSG00000070808	CAMK2A	-1.1	0.029620643
ENSG00000070814	TCOF1	-0.1	0.707533638
ENSG00000070831	CDC42	-1.9	7.65E-13
ENSG00000070882	OSBPL3	-0.7	2.59E-05
ENSG00000070886	EPHA8	0.1	0.860362438
ENSG00000070950	RAD18	-0.3	0.193665025
ENSG00000070961	ATP2B1	-1.2	3.21E-08
ENSG00000071051	NCK2	-0.3	0.20675809
ENSG00000071054	MAP4K4	2.1	4.27E-07
ENSG00000071082	RPL31	0.2	0.552089291
ENSG00000071127	WDR1	0.4	0.127609239
ENSG00000071189	SNX13	0.2	0.441955568
ENSG00000071205	ARHGAP10	-0.6	0.008341909
ENSG00000071242	RPS6KA2	0.3	0.17762891
ENSG00000071246	VASH1	0.7	2.05E-05
ENSG00000071537	SEL1L	0.1	0.768328478
ENSG00000071539	TRIP13	-0.3	0.453329391
ENSG00000071553	ATP6AP1	-0.9	0.006782637
ENSG00000071564	TCF3	0.9	1.63E-08
ENSG00000071575	TRIB2	0.1	0.819393192
ENSG00000071626	DAZAP1	0.2	0.203342425
ENSG00000071794	HLTF	-0.2	0.450141012
ENSG00000071859	FAM50A	0.1	0.734302371
ENSG00000071889	FAM3A	0.1	0.409492633
ENSG00000071894	CPSF1	-0.4	0.392570655
ENSG00000071909	MYO3B	-0.1	0.951332006
ENSG00000071967	CYBRD1	1.2	0.053099553
ENSG00000071991	CDH19	1.5	0.004564574
ENSG00000071994	PDCD2	-0.1	0.547556975
ENSG00000072041	SLC6A15	-1.3	1.75E-11
ENSG00000072042	RDH11	0.3	0.449921055
ENSG00000072062	PRKACA	-0.9	1.89E-11
ENSG00000072071	ADGRL1	-0.4	1.67E-05
ENSG00000072110	ACTN1	-0.7	0.054580451
ENSG00000072121	ZFYVE26	0.4	0.00766671
ENSG00000072133	RPS6KA6	-0.4	0.214313347
ENSG00000072134	EPN2	1.1	5.41E-06
ENSG00000072135	PTPN18	0.3	0.288876277
ENSG00000072163	LIMS2	1.9	1.93E-13
ENSG00000072182	ASIC4	0.8	6.60E-04
ENSG00000072195	SPEG	-0.6	0.066253013
ENSG00000072201	LNX1	-1.3	0.002066298
ENSG00000072210	ALDH3A2	0.1	0.381657187
ENSG00000072274	TFRC	0.8	0.088008366
ENSG00000072310	SREBF1	0.7	0.057344038
ENSG00000072315	TRPC5	-1.5	0.010044212
ENSG00000072364	AFF4	0.6	0.109309705
ENSG00000072401	UBE2D1	-0.2	0.411383389
ENSG00000072415	MPP5	0.6	0.054511652
ENSG00000072422	RHOBTB1	0.3	0.414587503
ENSG00000072501	SMC1A	0.6	6.47E-05
ENSG00000072506	HSD17B10	0.4	0.090754247
ENSG00000072518	MARK2	-0.4	0.055270176
ENSG00000072571	HMMR	0.3	0.620431829
ENSG00000072609	CHFR	0.2	0.534328227
